"title_imdb","title_type_imdb","directors_imdb","imdb_rating_imdb","runtime_imdb","year_imdb","num_votes_imdb","rel_date_imdb","url_imdb","id_imdb","title_rt","year_rt","genre_rt","mpaa_rating_rt","runtime_rt","the_rel_date_rt","dvd_rel_date_rt","critics_score_rt","critics_rating_rt","audience_score_rt","audience_rating_rt","actor1_rt","actor2_rt","actor3_rt","actor4_rt","actor5_rt","director_rt","studio_rt","url_rt"
"In Search of Beethoven","Documentary","Phil Grabsky",7.5,139,"2009",281,"2009-04-17","http://www.imdb.com/title/tt1308123/","1308123","In Search of Beethoven","2009","Musical & Performing Arts","Unrated","138","2009-04-17","2010-04-27",92,"Fresh",77,"Upright","Juliet Stevenson","David P. Dawson","Emanuel Ax","Roger Norrington","Jonathan Biss","Phil Grabsky","Seventh Art Productions","//www.rottentomatoes.com/m/in_search_of_beethoven/"
"Discussions with Richard Dawkins, Episode 1: The Four Horsemen","Documentary","Josh Timonen",8.5,120,"2008",288,"2008-01-10","http://www.imdb.com/title/tt1223875/","1223875",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Taps","Feature Film","Harold Becker",6.7,126,"1981",12498,"1981-12-09","http://www.imdb.com/title/tt0083169/","0083169","Taps","1981","Drama","PG","127","1981-12-09","2002-03-05",75,"Fresh",67,"Upright","Timothy Hutton","George C. Scott","Ronny Cox","Sean Penn","Tom Cruise","Harold Becker","20th Century Fox Film Corporation","//www.rottentomatoes.com/m/taps/"
"Planes, Trains & Automobiles","Feature Film","John Hughes",7.6,93,"1987",86831,"1987-11-25","http://www.imdb.com/title/tt0093748/","0093748","Planes, Trains and Automobiles","1987","Comedy","R","92","1987-11-25","2000-11-21",94,"Certified Fresh",87,"Upright","Steve Martin","John Candy","William Windom","Michael McKean","Edie McClurg","John Hughes","Paramount Pictures","//www.rottentomatoes.com/m/planes_trains_and_automobiles/"
"Mirrors","Feature Film","Alexandre Aja",6.2,110,"2008",83424,"2008-08-14","http://www.imdb.com/title/tt0790686/","0790686","Mirrors","2008","Mystery & Suspense","R","110","2008-08-15","2009-01-13",14,"Rotten",44,"Spilled","Kiefer Sutherland","Paula Patton","Erica Gluck","Cameron Boyce","Ezra Buzzington","Alexandre Aja","Buena Vista","//www.rottentomatoes.com/m/1197016-mirrors/"
"Eleanor and Franklin","TV Movie","Daniel Petrie",8.1,203,"1976",263,"1976-01-11","http://www.imdb.com/title/tt0074464/","0074464",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A Shot at Glory","Feature Film","Michael Corrente",6.3,114,"2000",1803,"2000-09-11","http://www.imdb.com/title/tt0193854/","0193854","A Shot at Glory","2001","Drama","R","115","2001-06-08","2002-11-19",67,"Fresh",65,"Upright","Michael Keaton","Ally McCoist","Kirsty Mitchell","Brian Cox","Cole Hauser","Michael Corrente","Fireworks Pictures","//www.rottentomatoes.com/m/a_shot_at_glory_2001/"
"The Power of Community: How Cuba Survived Peak Oil","Documentary","Faith Morgan",8,53,"2006",215,"2006-05-14","http://www.imdb.com/title/tt0814275/","0814275","The Power of Community: How Cuba Survived Peak Oil","2006","Documentary","Unrated","53","2006-05-14",NA,-1,NA,71,"Upright","Matthew Simmons","Bruce Cromer","Richard Heinberg","Roberto Perez","Rachel Bruhnke","Faith Morgan","The Community Solution","//www.rottentomatoes.com/m/the-power-of-community-how-cuba-survived-peak-oil/"
"Flipped","Feature Film","Rob Reiner",7.7,90,"2010",56919,"2010-08-06","http://www.imdb.com/title/tt0817177/","0817177","Flipped","2010","Drama","PG","89","2010-08-06","2010-11-23",55,"Rotten",78,"Upright","Madeline Carroll","Callan McAuliffe","Rebecca De Mornay","Anthony Edwards","John Mahoney","Rob Reiner","Warner Bros. Pictures","//www.rottentomatoes.com/m/flipped/"
"Sweet Sixteen","Feature Film","Ken Loach",7.5,106,"2002",10250,"2002-05-21","http://www.imdb.com/title/tt0313670/","0313670","Sweet Sixteen","2003","Drama","R","106","2003-05-16","2003-10-07",97,"Certified Fresh",87,"Upright","Martin Compston","Annmarie Fulton","William Ruane","Michelle Abercromby","Michelle Coulter","Ken Loach","Lions Gate Films","//www.rottentomatoes.com/m/sweet_sixteen/"
"Cold Creek Manor","Feature Film","Mike Figgis",4.9,118,"2003",18005,"2003-09-17","http://www.imdb.com/title/tt0331468/","0331468","Cold Creek Manor","2003","Mystery & Suspense","R","119","2003-09-19","2004-03-02",12,"Rotten",22,"Spilled","Dennis Quaid","Sharon Stone","Stephen Dorff","Juliette Lewis","Kristen Stewart","Mike Figgis","Buena Vista Pictures","//www.rottentomatoes.com/m/cold_creek_manor/"
"Snake Eyes","Feature Film","Brian De Palma",5.9,98,"1998",62773,"1998-07-30","http://www.imdb.com/title/tt0120832/","0120832","Snake Eyes","1998","Drama","R","107","1998-08-07","1999-02-16",40,"Rotten",35,"Spilled","Nicolas Cage","Gary Sinise","John Heard","Carla Gugino","Stan Shaw","Brian DePalma","Paramount Pictures","//www.rottentomatoes.com/m/snake_eyes/"
"Glory Road","Feature Film","James Gartner",7.2,118,"2006",33756,"2006-01-13","http://www.imdb.com/title/tt0385726/","0385726","The Road","2006","Art House & International","Unrated","115","2006-01-13",NA,-1,NA,100,"Upright","Jingchu Zhang","Wei Fan","Yuan Nie","Liang Kunsen","He Yuanqing","Jiarui Zhang",NA,"//www.rottentomatoes.com/m/the-road2006/"
"Croupier","Feature Film","Mike Hodges",7.2,94,"1998",15444,"1998-06-25","http://www.imdb.com/title/tt0159382/","0159382","Croupier","2000","Mystery & Suspense","R","91","2000-04-21","2001-03-26",98,"Certified Fresh",80,"Upright","Clive Owen","Alex Kingston","Kate Hardie","Gina McKee","Nicholas Ball","Mike Hodges","The Shooting Gallery","//www.rottentomatoes.com/m/croupier/"
"What About Bob?","Feature Film","Frank Oz",7,99,"1991",48756,"1991-05-17","http://www.imdb.com/title/tt0103241/","0103241","What About Bob?","1991","Drama","PG","99","1991-01-01","2000-07-11",83,"Fresh",79,"Upright","Bill Murray","Richard Dreyfuss","Julie Hagerty","Charlie Korsmo","Kathryn Erbe","Frank Oz","Touchstone Home Entertainment","//www.rottentomatoes.com/m/what_about_bob/"
"The Ex","Feature Film","Jesse Peretz",5.6,89,"2006",14986,"2006-12-15","http://www.imdb.com/title/tt0458364/","0458364","The Ex","2007","Comedy","PG-13","84","2007-05-11","2007-08-21",19,"Rotten",32,"Spilled","Zach Braff","Amanda Peet","Jason Bateman","Charles Grodin","Mia Farrow","Jesse Peretz","The Weinstein Co.","//www.rottentomatoes.com/m/fast-track-the-ex/"
"A Haunted House 2","Feature Film","Michael Tiddes",4.7,86,"2014",13525,"2014-04-18","http://www.imdb.com/title/tt2828996/","2828996","A Haunted House 2","2014","Comedy","R","87","2014-04-18","2014-08-12",8,"Rotten",44,"Spilled","Marlon Wayans","Jaime Pressly","Essence Atkins","Gabriel Iglesias","Dave Sheridan","Michael Tiddes","Open Road Films","//www.rottentomatoes.com/m/a_haunted_house_2/"
"Real Steel","Feature Film","Shawn Levy",7.1,127,"2011",246343,"2011-09-06","http://www.imdb.com/title/tt0433035/","0433035","Real Steel","2011","Drama","PG-13","126","2011-10-07","2012-01-24",60,"Fresh",73,"Upright","Hugh Jackman","Dakota Goyo","Anthony Mackie","Evangeline Lilly","Kevin Durand","Shawn Levy","Walt Disney Pictures","//www.rottentomatoes.com/m/real_steel/"
"Asterix and the Vikings","Feature Film","Stefan Fjeldmark, Jesper Møller",6,78,"2006",7886,"2006-04-05","http://www.imdb.com/title/tt0371552/","0371552","Asterix and the Vikings","2006","Action & Adventure","Unrated","79","2006-07-14",NA,-1,NA,49,"Spilled","Roger Carel","Paul Giamatti","Jacques Frantz","Jeff Bennett","Sara Forestier","Stefan Fjeldmark","M6 Studio","//www.rottentomatoes.com/m/asterix_and_the_vikings/"
"Elvis and Anabelle","Feature Film","Will Geiger",7.4,106,"2007",3918,"2007-03-10","http://www.imdb.com/title/tt0787462/","0787462","Elvis & Anabelle","2007","Drama","PG-13","98","2007-03-10","2010-06-29",-1,NA,75,"Upright","Max Minghella","Blake Lively","Joe Mantegna","Keith Carradine","Mary Steenburgen","Will Geiger","Burnt Orange Productions","//www.rottentomatoes.com/m/elvis_and_anabelle/"
"A Piano for Mrs. Cimino","TV Movie","George Schaefer",8.7,100,"1982",464,"1982-02-03","http://www.imdb.com/title/tt0084494/","0084494",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"J.A. Martin photographe","Feature Film","Jean Beaudin",8.2,100,"1977",263,"1977-02-11","http://www.imdb.com/title/tt0074702/","0074702",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Suburbicon","Feature Film","George Clooney",NA,NA,"????",NA,"","http://www.imdb.com/title/tt0491175/","0491175","Suburbicon","2009","Comedy","Unrated","",NA,NA,-1,NA,0,NA,NA,NA,NA,NA,NA,"Joel Coen",NA,"//www.rottentomatoes.com/m/suburbicon_2009/"
"Wanted","Feature Film","Timur Bekmambetov",6.7,110,"2008",290958,"2008-06-12","http://www.imdb.com/title/tt0493464/","0493464","Wanted","2008","Action & Adventure","R","110","2008-06-12","2008-12-02",72,"Certified Fresh",69,"Upright","James McAvoy","Morgan Freeman","Angelina Jolie","Terence Stamp","Thomas Kretschmann","Timur Bekmambetov","Universal Pictures","//www.rottentomatoes.com/m/1174279-wanted/"
"Thieves Like Us","Feature Film","Robert Altman",7.1,123,"1974",3146,"1974-02-11","http://www.imdb.com/title/tt0072274/","0072274","Thieves Like Us","1974","Drama","R","123","1974-02-11","2007-04-17",89,"Fresh",71,"Upright","Keith Carradine","Shelley Duvall","John Schuck","Bert Remsen","Louise Fletcher","Robert Altman","United Artists","//www.rottentomatoes.com/m/thieves_like_us/"
"In Dreams","Feature Film","Neil Jordan",5.5,100,"1999",10886,"1999-01-15","http://www.imdb.com/title/tt0120710/","0120710","In Dreams","1999","Mystery & Suspense","R","120","1999-01-15","1999-06-01",25,"Rotten",39,"Spilled","Annette Bening","Robert Downey Jr.","Aidan Quinn","Stephen Rea","Dennis Boutsikaris","Neil Jordan","Dreamworks","//www.rottentomatoes.com/m/in_dreams/"
"Mallrats","Feature Film","Kevin Smith",7.2,94,"1995",96471,"1995-10-20","http://www.imdb.com/title/tt0113749/","0113749","Mallrats","1995","Comedy","R","95","1995-10-20","2000-07-18",55,"Rotten",82,"Upright","Shannen Doherty","Jeremy London","Jason Lee","Claire Forlani","Michael Rooker","Kevin Smith","MCA Universal Home Video","//www.rottentomatoes.com/m/mallrats/"
"Medicine Man","Feature Film","John McTiernan",5.9,106,"1992",17101,"1992-02-07","http://www.imdb.com/title/tt0104839/","0104839","Medicine Man","1992","Drama","PG-13","105","1992-02-07","1999-08-17",20,"Rotten",46,"Spilled","Lorraine Bracco","Jose Wilker","Rodolfo De Alexandre","Rodolfo de Alexandra","Elias Monteiro Da Silva","John McTiernan","Hollywood Pictures","//www.rottentomatoes.com/m/1038176-medicine_man/"
"Sea Monsters: A Prehistoric Adventure","Documentary","Sean MacLeod Phillips",7,40,"2007",723,"2007-09-27","http://www.imdb.com/title/tt1027743/","1027743","Sea Monsters: A Prehistoric Adventure","2007","Documentary","G","40","2007-10-05","2008-06-24",100,"Fresh",68,"Upright","Liev Schreiber",NA,NA,NA,NA,"Sean MacLeod Phillips","National Geographic","//www.rottentomatoes.com/m/sea_monsters_a_prehistoric_adventure/"
"Showdown in Little Tokyo","Feature Film","Mark L. Lester",6,79,"1991",12109,"1991-08-23","http://www.imdb.com/title/tt0102915/","0102915","Showdown in Little Tokyo","1991","Drama","R","78",NA,"1998-11-10",29,"Rotten",51,"Spilled","Dolph Lundgren","Brandon Lee","Tia Carrere","Toshiro Obata","Philip Tan","Brandon Lee","Warner Home Video","//www.rottentomatoes.com/m/showdown_in_little_tokyo_1998/"
"Ray","Feature Film","Taylor Hackford",7.7,152,"2004",106171,"2004-09-12","http://www.imdb.com/title/tt0350258/","0350258","Ray","2004","Drama","PG-13","148","2004-10-29","2005-02-01",81,"Certified Fresh",87,"Upright","Jamie Foxx","Kerry Washington","Regina King","Clifton Powell","Harry Lennix","Taylor Hackford","Universal Pictures","//www.rottentomatoes.com/m/ray/"
"Coach Carter","Feature Film","Thomas Carter",7.2,136,"2005",88777,"2005-01-13","http://www.imdb.com/title/tt0393162/","0393162","Coach Carter","2005","Drama","PG-13","136","2005-01-14","2005-06-21",65,"Fresh",85,"Upright","Samuel L. Jackson","Rob Brown (VI)","Robert Ri'chard","Rick Gonzalez","Nana Gbewonyo","Thomas Carter","Paramount Pictures","//www.rottentomatoes.com/m/coach_carter/"
"See No Evil: The Moors Murders","Mini-Series","Christopher Menaul",7.3,180,"2006",709,"2006-05-14","http://www.imdb.com/title/tt0491807/","0491807","See No Evil: The Moors Murders","2006","Drama","PG","140","2006-05-14",NA,-1,NA,61,"Upright","Sean Harris","Maxine Peake","Joanne Froggatt","Matthew McNulty","George Costigan","Christopher Menaul",NA,"//www.rottentomatoes.com/m/see-no-evil-the-moors-murders/"
"Training Day","Feature Film","Antoine Fuqua",7.7,122,"2001",294683,"2001-09-02","http://www.imdb.com/title/tt0139654/","0139654","Training Day","2001","Drama","R","122","2001-10-05","2004-06-01",72,"Fresh",89,"Upright","Denzel Washington","Ethan Hawke","Scott Glenn","Tom Berenger","Harris Yulin","Antoine Fuqua","Warner Bros. Pictures","//www.rottentomatoes.com/m/training_day/"
"Saturday Night Fever","Feature Film","John Badham",6.8,118,"1977",51534,"1977-12-14","http://www.imdb.com/title/tt0076666/","0076666","Saturday Night Fever","1977","Drama","R","122","1977-12-19","2002-08-09",88,"Certified Fresh",71,"Upright","John Travolta","Karen Lynn Gorney","Donna Pescow","Barry Miller","Joseph Cali","John Badham","Paramount Pictures","//www.rottentomatoes.com/m/saturday_night_fever/"
"The Mother","Feature Film","Roger Michell",6.9,112,"2003",3487,"2003-05-16","http://www.imdb.com/title/tt0323298/","0323298","The Mother","2004","Drama","R","90","2004-05-28","2004-10-12",77,"Certified Fresh",62,"Upright","Anne Reid","Daniel Craig","Cathryn Bradshaw","Steven Mackintosh","Peter Vaughan","Roger Michell","Sony Pictures Classics","//www.rottentomatoes.com/m/1132642-mother/"
"Jinxed!","Feature Film","Don Siegel",4.5,103,"1982",749,"1982-10-22","http://www.imdb.com/title/tt0084173/","0084173","Jinxed","1982","Comedy","R","103","1982-10-22","2004-12-07",-1,NA,28,"Spilled","Bette Midler","Ken Wahl","Rip Torn","Val Avery","Jack Elam","Sam Peckinpah","United Artists","//www.rottentomatoes.com/m/jinxed/"
"Under Fire","Feature Film","Roger Spottiswoode",7.1,128,"1983",5115,"1983-10-21","http://www.imdb.com/title/tt0086510/","0086510","Under Fire","1983","Mystery & Suspense","R","128","1983-10-21","2001-09-04",88,"Fresh",68,"Upright","Nick Nolte","Joanna Cassidy","Gene Hackman","Ed Harris","Richard Masur","Roger Spottiswoode","Vestron Video","//www.rottentomatoes.com/m/under_fire/"
"Hairspray","Feature Film","John Waters",6.9,92,"1988",15449,"1988-02-16","http://www.imdb.com/title/tt0095270/","0095270","Hairspray","1988","Drama","PG","92","1988-02-26","2002-11-05",97,"Fresh",80,"Upright","Divine","Ricki Lake","Sonny Bono","Ruth Brown","Vitamin C","John Waters","New Line Home Entertainment","//www.rottentomatoes.com/m/1009096-hairspray/"
"Sweet Liberty","Feature Film","Alan Alda",5.7,106,"1986",2181,"1986-04-20","http://www.imdb.com/title/tt0092035/","0092035","Sweet Liberty","1986","Comedy","PG","107","1986-05-14","2004-11-23",75,"Fresh",34,"Spilled","Alan Alda","Michael Caine","Michelle Pfeiffer","Bob Hoskins","Lise Hilboldt","Alan Alda","MCA Universal Home Video","//www.rottentomatoes.com/m/sweet_liberty/"
"Urban Cowboy","Feature Film","James Bridges",6.2,132,"1980",9832,"1980-06-06","http://www.imdb.com/title/tt0081696/","0081696","Urban Cowboy","1980","Western","PG","135","1980-06-06","2002-10-08",77,"Fresh",81,"Upright","John Travolta","Debra Winger","Scott Glenn","Madolyn Smith Osborne","Barry Corbin","James Bridges","Paramount Pictures","//www.rottentomatoes.com/m/urban_cowboy/"
"Shooter","Feature Film","Antoine Fuqua",7.2,124,"2007",247105,"2007-03-08","http://www.imdb.com/title/tt0822854/","0822854","Shooter","2007","Drama","R","125","2007-03-23","2007-06-26",48,"Rotten",80,"Upright","Mark Wahlberg","Michael Pena","Danny Glover","Kate Mara","Elias Koteas","Antoine Fuqua","Paramount Pictures","//www.rottentomatoes.com/m/shooter/"
"Crumb","Documentary","Terry Zwigoff",8,119,"1994",13614,"1994-09-10","http://www.imdb.com/title/tt0109508/","0109508","Crumb","1995","Comedy","R","119","1995-05-19","1999-03-09",95,"Certified Fresh",89,"Upright","Aline Kominsky","Charles Crumb","Maxon Crumb","Max Crumb","Robert Hughes","Terry Zwigoff","Sony Pictures Home Entertainment","//www.rottentomatoes.com/m/crumb/"
"Artie Shaw: Time Is All You've Got","Documentary","Brigitte Berman",8.2,114,"1985",64,"1985-03-15","http://www.imdb.com/title/tt0088740/","0088740",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Just Friends","Feature Film","Roger Kumble",6.2,96,"2005",78297,"2005-11-23","http://www.imdb.com/title/tt0433400/","0433400","Just Friends","2005","Drama","PG-13","94","2005-11-23","2006-03-07",42,"Rotten",72,"Upright","Ryan Reynolds","Amy Smart","Anna Faris","Chris Klein","Christopher George Marquette","Roger  Kumble","New Line Cinema","//www.rottentomatoes.com/m/just_friends/"
"Over the Edge","Feature Film","Jonathan Kaplan",7.6,95,"1979",4369,"1979-07-07","http://www.imdb.com/title/tt0079688/","0079688","Over the Edge","1979","Drama","PG","95","1979-01-01","2005-09-20",89,"Fresh",86,"Upright","Michael Eric Kramer","Pamela Ludwig","Matt Dillon","Vincent Spano","Debbie James","Jonathan Kaplan","WARNER BROTHERS PICTURES","//www.rottentomatoes.com/m/over_the_edge/"
"Operation Dumbo Drop","Feature Film","Simon Wincer",4.9,107,"1995",6765,"1995-07-28","http://www.imdb.com/title/tt0114048/","0114048","Operation Dumbo Drop","1995","Comedy","PG","107","1995-07-28","2003-05-06",31,"Rotten",29,"Spilled","Danny Glover","Ray Liotta","Denis Leary","Doug E. Doug","Corin Nemec","Simon Wincer","Buena Vista","//www.rottentomatoes.com/m/operation_dumbo_drop/"
"Deranged: Confessions of a Necrophile","Feature Film","Jeff Gillen, Alan Ormsby",6.5,82,"1974",3150,"1974-02","http://www.imdb.com/title/tt0071408/","0071408","Deranged","1974","Horror","R","82","1974-02-01",NA,-1,NA,60,"Upright","Roberts Blossom","Cosette Lee","Les Carlson","Leslie Carlson","Robert Warner","Jeff Gillen","American International Pictures","//www.rottentomatoes.com/m/1032796-deranged/"
"The Postman Always Rings Twice","Feature Film","Bob Rafelson",6.6,122,"1981",16137,"1981-03-20","http://www.imdb.com/title/tt0082934/","0082934","The Postman Always Rings Twice","1981","Mystery & Suspense","PG","123","1981-03-20","1997-08-27",83,"Fresh",59,"Spilled","Jack Nicholson","Jessica Lange","John Colicos","John P. Ryan","Michael Lerner","Bob Rafelson","Warner Home Video","//www.rottentomatoes.com/m/1016592-postman_always_rings_twice/"
"Monster","Feature Film","Patty Jenkins",7.3,109,"2003",101850,"2003-11-16","http://www.imdb.com/title/tt0340855/","0340855","Monster","2004","Drama","R","109","2004-01-09","2004-06-01",82,"Certified Fresh",81,"Upright","Charlize Theron","Christina Ricci","Bruce Dern","Scott Wilson","Pruitt Taylor Vince","Patty Jenkins","Newmarket Film Group","//www.rottentomatoes.com/m/1128647-monster/"
"The Victoria's Secret Fashion Show","TV Special","Hamish Hamilton",7.9,NA,"2008",430,"2008-12-03","http://www.imdb.com/title/tt1328650/","1328650",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bright Leaves","Documentary","Ross McElwee",7.1,107,"2003",504,"2003-05-23","http://www.imdb.com/title/tt0372806/","0372806","Bright Leaves","2004","Documentary","Unrated","107","2004-08-25","2005-06-21",86,"Certified Fresh",71,"Upright","Ross McElwee","Charleen Swansea","Patricia Neal","Adrian McElwee","Allan Gurganus","Ross McElwee","First Run Features","//www.rottentomatoes.com/m/bright_leaves/"
"Teenage Paparazzo","Documentary","Adrian Grenier",7.4,94,"2010",1935,"2010-01-22","http://www.imdb.com/title/tt1232206/","1232206","Teenage Paparazzo","2010","Documentary","Unrated","91","2010-12-31","2011-03-29",100,"Fresh",94,"Upright","Alwy Visschedyk","Henry Jenkins","Austin Visschedyk","Jake Halpern","Adrian Grenier","Adrian Grenier","HBO Documentary","//www.rottentomatoes.com/m/teenage-paparazzi/"
"When Clouds Clear","Documentary","Danielle Bernstein, Anne Slick",8.6,NA,"2008",27,"2008-01-29","http://www.imdb.com/title/tt1181860/","1181860","When Clouds Clear","2008","Art House & International","Unrated","78",NA,NA,-1,NA,0,NA,"Dona Charo Piedra","Polovio Perez","Marcia Ramirez",NA,NA,"Anne Slick",NA,"//www.rottentomatoes.com/m/when-clouds-clear2008/"
"The Gauntlet","Feature Film","Clint Eastwood",6.4,109,"1977",15116,"1977-12-17","http://www.imdb.com/title/tt0076070/","0076070","The Gauntlet","1977","Mystery & Suspense","R","113","1977-01-01","2001-09-04",82,"Fresh",54,"Spilled","Clint Eastwood","Sondra Locke","Pat Hingle","William Prince","Bill McKinney","Clint Eastwood","Warner Home Video","//www.rottentomatoes.com/m/gauntlet/"
"Jerry Maguire","Feature Film","Cameron Crowe",7.3,139,"1996",183717,"1996-12-06","http://www.imdb.com/title/tt0116695/","0116695","Jerry Maguire","1996","Drama","R","138","1996-12-13","1997-06-24",85,"Certified Fresh",79,"Upright","Tom Cruise","Cuba Gooding Jr.","Renee Zellweger","Kelly Preston","Jerry O'Connell","Cameron Crowe","TriStar Pictures","//www.rottentomatoes.com/m/jerry_maguire/"
"Felon","Feature Film","Ric Roman Waugh",7.5,104,"2008",64873,"2008-07-13","http://www.imdb.com/title/tt1117385/","1117385","Felon","2008","Drama","R","102","2008-07-17","2008-07-18",59,"Rotten",82,"Upright","Val Kilmer","Harold Perrineau Jr.","Sam Shepard","Nick Chinlund","Marisol Nichols","Ric Roman Waugh","Sony Pictures Entertainment","//www.rottentomatoes.com/m/10010077-felon/"
"On Golden Pond","Feature Film","Mark Rydell",7.7,109,"1981",20738,"1981-12-04","http://www.imdb.com/title/tt0082846/","0082846","On Golden Pond","1981","Drama","PG","109","1981-12-04","2001-03-20",92,"Fresh",87,"Upright","Henry Fonda","Katharine Hepburn","Jane Fonda","Dabney Coleman","Doug McKeon","Mark Rydell","Twentieth Century Fox Home Entertainment","//www.rottentomatoes.com/m/on_golden_pond/"
"Army of Darkness","Feature Film","Sam Raimi",7.6,81,"1992",123769,"1992-10-09","http://www.imdb.com/title/tt0106308/","0106308","Army of Darkness","1993","Action & Adventure","R","81","1993-02-19","2002-08-06",72,"Fresh",87,"Upright","Bruce Campbell","Embeth Davidtz","Marcus Gilbert","Ian Abercrombie","Richard Grove","Sam Raimi","Universal Pictures","//www.rottentomatoes.com/m/army_of_darkness/"
"Maverick","Feature Film","Richard Donner",7,127,"1994",79866,"1994-05-20","http://www.imdb.com/title/tt0110478/","0110478","Maverick","1994","Western","PG-13","129","1994-05-20","1997-08-27",67,"Fresh",71,"Upright","Leo Gordon","Mel Gibson","Jodie Foster","Alfred Molina","James Garner","Richard Donner","Warner Bros. Pictures","//www.rottentomatoes.com/m/maverick/"
"The Little Mermaid","Feature Film","Ron Clements, John Musker",7.6,83,"1989",160237,"1989-11-15","http://www.imdb.com/title/tt0097757/","0097757","The Little Mermaid","1989","Animation","G","85","1989-01-01","1999-12-07",92,"Certified Fresh",88,"Upright","Jodi Benson","Samuel E. Wright","Pat Carroll","Buddy Hackett","Rene Auberjonois","John Musker","Walt Disney Pictures","//www.rottentomatoes.com/m/the_little_mermaid_1989/"
"Black Belt Jones","Feature Film","Robert Clouse",6.4,85,"1974",1566,"1974-01-28","http://www.imdb.com/title/tt0071221/","0071221","Black Belt Jones","1974","Action & Adventure","R","85","1974-01-01",NA,-1,NA,70,"Upright","Jim Kelly","Gloria Hendry","Scatman Crothers","Alan Weeks","Eric Laneuville","Robert Clouse","Warner Bros. Pictures","//www.rottentomatoes.com/m/black_belt_jones/"
"Snowy Love Fall in Spring","Feature Film","Isao Yukisada",6.8,150,"2005",257,"2005-10-07","http://www.imdb.com/title/tt0468753/","0468753","Spring Snow","2005","Drama","Unrated","109","2005-10-29","2006-03-21",-1,NA,41,"Spilled","Kyoko Kishida","Satoshi Tsumabuki","Kenjiro Ishimaru","Michiyo Okusa","Takaaki Enoki","Isao Yukisada","Hakuhodo DY Media Partners","//www.rottentomatoes.com/m/spring_snow/"
"Astro Boy","Feature Film","David Bowers",6.3,94,"2009",24595,"2009-10-05","http://www.imdb.com/title/tt0375568/","0375568","Astro Boy (AstroBoy)","2009","Action & Adventure","PG","94","2009-10-23","2010-03-16",49,"Rotten",50,"Spilled","Freddie Highmore","Nicolas Cage","Kristen Bell","Nathan Lane","Eugene Levy","David Bowers","Summit Entertainment","//www.rottentomatoes.com/m/astro_boy/"
"The Trip","Feature Film","Michael Winterbottom",7,112,"2010",16883,"2010-09","http://www.imdb.com/title/tt1740047/","1740047","The Trip","2011","Art House & International","Unrated","107","2011-06-10","2011-10-11",89,"Certified Fresh",70,"Upright","Steve Coogan","Rob Brydon","Claire Keelan","Margo Stilley","Rebecca Johnson","Michael Winterbottom","IFC Films","//www.rottentomatoes.com/m/the_trip_2011/"
"Pete Seeger: The Power of Song","Documentary","Jim Brown",8.4,93,"2007",390,"2007-04-29","http://www.imdb.com/title/tt1003116/","1003116","Pete Seeger: The Power of Song","2007","Documentary","PG","91","2007-04-29","2008-08-05",95,"Fresh",92,"Upright","Pete  Seeger","Bruce Springsteen","Natalie Maines","Tom Paxton","David Dunaway","Jim Brown","The Weinstein Company","//www.rottentomatoes.com/m/pete_seeger_the_power_of_song/"
"Zombie","Feature Film","Lucio Fulci",6.9,91,"1979",19539,"1979-08-25","http://www.imdb.com/title/tt0080057/","0080057","Zombi 2","1980","Horror","R","128","1980-07-18","1998-08-25",42,"Rotten",70,"Upright","Tisa Farrow","Ian McCulloch","Richard Johnson","Al Cliver","Arnette Gay","Lucio Fulci","The Jerry Gross Organization","//www.rottentomatoes.com/m/zombi_2_1979/"
"Phineas and Ferb the Movie: Across the 2nd Dimension","TV Movie","Robert F. Hughes, Dan Povenmire",7.5,78,"2011",4134,"2011-08-05","http://www.imdb.com/title/tt1825918/","1825918","Phineas and Ferb the Movie: Across the 2nd Dimension","2011","Action & Adventure","G","77","2011-08-05","2011-08-23",-1,NA,79,"Upright","Vincent Martella","Thomas Sangster","Dee Bradley Baker","Ashley Tisdale","Mitchel Musso","Dan Povenmire",NA,"//www.rottentomatoes.com/m/phineas_and_ferb_the_movie_across_the_2nd_dimension/"
"Jaws 2","Feature Film","Jeannot Szwarc",5.7,116,"1978",48718,"1978-06-16","http://www.imdb.com/title/tt0077766/","0077766","Jaws 2","1978","Action & Adventure","PG","116","1978-06-16","2001-05-22",53,"Rotten",38,"Spilled","Roy Scheider","Lorraine Gary","Murray Hamilton","Joseph Mascolo","Joe Mascolo","Jeannot Szwarc","MCA Universal Home Video","//www.rottentomatoes.com/m/jaws_2/"
